"DIVISÃO DO FABRICANTE";"SERVERIDADE DO FABRICANTE";"CATEGORIA DO FABRICANTE";"NOME DO EVENTO";"THRESHOLD";"IMPACTO";"AÇÃO RECOMENDADA";"ZABBIX TRIGGER";"FAMÍLIA DO EQUIPAMENTO";"AUTENTICAÇÃO INICIAL/RENOVAÇÃO";"POLÍTICA DE REDIRECIONAMENTO";"COMANDO CURL POSSÍVEL";"OBSERVAÇÕES PARA USO"
"Hardware";"Critical";"PSU";"Power Supply Failure";"Any";"Redundancy loss";"Replace PSU";"last(/host/psu.status)=0";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar o resource de hardware/PSU publicado pela versão."
"Hardware";"Degraded";"Fan";"Fan Failure";"Any";"Cooling reduced";"Replace fan";"last(/host/fan.status)=0";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar o resource de hardware/fan publicado pela versão."
"Hardware";"Major";"Temperature";"High Temp";">40C";"Stress";"Check cooling";"avg(/host/temp,10m)>40";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar o resource de sensores/alerts publicado pela versão."
"Performance";"Major";"Latency";"SMB latency";">20 ms";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Data Domain não oferece SMB como protocolo base de ingestão; validar a arquitetura antes de aplicar."
"Performance";"Major";"Latency";"NFS latency";">20 ms";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar stats/protocols NFS; SNMP/cliente NFS pode ser necessário."
"Performance";"Major";"Latency";"NFS retransmissions";">1% of calls";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Validar contador e total de chamadas; preferir cliente NFS se a API não expuser."
"Performance";"Major";"Latency";"CPU utilization";">80%";"Slow apps";"Tune workload";"avg(/host/cpu,15m)>80";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar o resource stats/performance da versão."
"Performance";"Major";"Latency";"Storage utilization";">85%";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar o resource stats do filesystem/disco."
"Performance";"Major";"Latency";"Network utilization";">80% link capacity";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar stats de interface ou usar IF-MIB."
"Performance";"Major";"Latency";"Packet loss";">0.1%";"Slow apps";"Tune workload";"avg(/host/latency,15m)>15";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar erros/descartes de interface ou usar IF-MIB."
"Capacity";"Critical";"CPU";"Controller CPU";">95%";"Service impact";"Investigate";"avg(/host/cpu,15m)>95";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Aplicável somente se o resource da versão expuser CPU por controladora/nó."
"Capacity";"Major";"Volume";"Volume Usage";">80%";"Growth risk";"Plan capacity";"last(/host/volume.used)>80";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/file-systems""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. O DD usa filesystem/MTree, não volume de bloco genérico; validar o objeto correto."
"Capacity";"Major";"Pool";"Pool Usage";">90%";"Capacity risk";"Expand pool";"last(/host/pool.used)>90";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/file-systems""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Usar capacidade do filesystem/tier retornada pela versão e confirmar unidade."
"Capacity";"Critical";"Pool";"Pool Full";">95%";"Service impact";"Emergency expansion";"last(/host/pool.used)>95";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/file-systems""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. O retorno pode incluir warning-space-usage e critical-space-usage; confirmar na versão."
"Replication";"Critical";"DR";"Replication Failed";">15m";"DR unavailable";"Restore";"last(/host/repl.status)=0";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar o resource replication publicado pelo DDOS."
"Replication";"Major";"Lag";"Replication Lag";">1h";"Recovery risk";"Investigate";"last(/host/repl.lag)>3600";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Confirmar timestamps/backlog no resource replication; não inferir pelo status."
"Protocols";"Degraded";"NFS";"NFS Service";"down";"Access impact";"Restart service";"last(/host/nfs.status)=0";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar o resource protocols/nfs publicado pela versão."
"Protocols";"Degraded";"SMB";"SMB Service";"down";"Access impact";"Restart service";"last(/host/smb.status)=0";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"NÃO APLICÁVEL";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Data Domain não oferece SMB como protocolo base de ingestão; validar a arquitetura antes de aplicar."
"Security";"Critical";"Audit";"Audit Disabled";"Any";"Compliance risk";"Enable audit";"last(/host/audit.enabled)=0";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Autenticar antes em POST /rest/v1.0/auth; capturar X-DD-AUTH-TOKEN e X-DD-UUID. Confirmar cada resource em https://$HOST/api/ para o DDOS instalado. Selecionar audit/logging/syslog na documentação embarcada."
"Security";"Critical";"Admin";"Unauthorized Admin";"Any";"Security breach";"Investigate";"change(/host/admin.count)>0";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/users""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Este GET mostra usuários, não prova acesso não autorizado; correlacionar logs/auditoria no SIEM."
"Security";"Critical";"Certificate";"Certificate Expiring";"<30d";"Security risk";"Renew";"last(/host/cert.days)<30";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS -vI --connect-timeout 10 --max-time 30 --cacert ""$CA"" ""https://$HOST:3009/""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. O detalhe do certificado aparece em stderr; para cálculo de dias, preferir item web.certificate do Zabbix ou OpenSSL."
"Security";"Critical";"Ransomware";"Ransomware Pattern";"auth deletes";"Cyber risk";"Escalate";"count(/host/auth.failed,5m)>50";"PowerProtect Data Domain";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -X POST -H ""Content-Type: application/json"" -H ""Accept: application/json"" -D ""$DD_HEADERS_FILE"" --data ""{\""auth_info\"":{\""username\"":\""$USER\"",\""password\"":\""$PASS\""}}"" ""https://$HOST:3009/rest/v1.0/auth""";"Usar diretamente o endpoint HTTPS na porta 3009. Não seguir redirect cross-host com X-DD-AUTH-TOKEN; validar Location e repetir explicitamente. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""X-DD-AUTH-TOKEN: $DD_TOKEN"" ""https://$HOST:3009/rest/v1.0/dd-systems/$DD_UUID/$DD_RESOURCE_VALIDADO""";"Autenticar ao iniciar, extrair $DD_TOKEN e $DD_UUID de $DD_HEADERS_FILE e reutilizá-los; renovar somente quando o token expirar. Usar recurso nativo/licenciado ou SIEM; alerts genéricos não comprovam ransomware."
"Hardware";"Critical";"Cluster";"Cluster Down";">5m";"Outage";"Failover/repair";"last(/host/controller.status)=0";"Avamar";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$OAUTH_CLIENT_ID:$OAUTH_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data ""grant_type=client_credentials"" ""$OAUTH_TOKEN_URL"" ; curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -u ""$AVAMAR_CLIENT_ID:$AVAMAR_CLIENT_SECRET"" -X POST -H ""Content-Type: application/x-www-form-urlencoded"" --data-urlencode ""token=$OAUTH_TOKEN"" --data-urlencode ""expire_in_second=3600"" ""https://$HOST/api/client-credentials-sso""";"OAuth e API podem usar origens diferentes; manter allowlist separada. GET no mesmo origin pode usar --location --max-redirs 3 --proto-redir '=https'. Não encaminhar JWT ou client secret para outro origin. Nunca usar --location-trusted.";"curl -sS --fail --connect-timeout 10 --max-time 30 --cacert ""$CA"" -H ""Authorization: Bearer $JWT"" -H ""Accept: application/json"" ""https://$HOST/api/v1/activities/status?domain=%2F&recursive=true""";"Executar o fluxo OAuth2 somente ao iniciar/renovar, extrair $OAUTH_TOKEN e depois $JWT; reutilizar o JWT até próximo da expiração. Obter JWT pelo fluxo OAuth/client-credentials-sso e validar os GETs no Swagger do Avamar instalado. Este endpoint verifica atividades/MCS, não substitui health de hardware."
